event_id,plan_id,stage_seq,stage_name,event_date,result,attempt_no
E000491,P00093,2,예산실1차조정,2023-03-21,반려,1
E000492,P00093,2,예산실1차조정,2023-04-24,통과,2
E000493,P00093,3,경영진검토,2023-05-14,통과,1
E000494,P00093,4,이사회승인,2023-06-14,통과,1
E000495,P00093,5,확정배포,2023-07-13,통과,1
E000496,P00094,1,부서초안제출,2023-01-02,통과,1
E000497,P00094,2,예산실1차조정,2023-01-24,반려,1
E000498,P00094,2,예산실1차조정,2023-02-18,통과,2
E000499,P00094,3,경영진검토,2023-03-29,통과,1
E000500,P00094,4,이사회승인,,통과,1
E000501,P00094,5,확정배포,2023-05-21,통과,1
E000502,P00095,1,부서초안제출,2024-01-24,통과,1
E000503,P00095,2,예산실1차조정,2024-03-03,반려,1
E000504,P00095,2,예산실1차조정,2024-03-21,통과,2
E000505,P00095,3,경영진검토,2024-04-26,통과,1
E000506,P00095,4,이사회승인,2024-05-28,통과,1
E000507,P00095,5,확정배포,2024-06-17,통과,1
E000508,P00096,1,부서초안제출,2024-01-22,통과,1
E000509,P00096,2,예산실1차조정,2024-02-08,통과,1
E000510,P00096,3,경영진검토,2024-02-13,철회,1
E000511,P00097,1,부서초안제출,2024-01-26,통과,1
E000512,P00097,2,예산실1차조정,2024-02-13,반려,1
E000513,P00097,2,예산실1차조정,2024-02-27,통과,2
E000514,P00097,3,경영진검토,2024-03-23,통과,1
E000515,P00097,4,이사회승인,2024-05-06,통과,1
E000516,P00097,5,확정배포,2024-06-15,반려,1
E000517,P00097,5,확정배포,2024-07-27,통과,2
E000518,P00098,1,부서초안제출,2024-03-11,통과,1
E000519,P00098,2,예산실1차조정,2024-03-25,반려,1
E000520,P00098,2,예산실1차조정,2024-04-11,통과,2
E000521,P00098,3,경영진검토,2024-05-14,통과,1
E000522,P00098,4,이사회승인,2024-06-10,통과,1
E000523,P00098,5,확정배포,2024-07-09,통과,1
E000524,P00099,1,부서초안제출,2024-01-01,통과,1
E000525,P00099,2,예산실1차조정,2024-02-14,반려,1
E000526,P00099,2,예산실1차조정,2024-02-28,통과,2
E000527,P00099,3,경영진검토,2024-04-12,통과,1
E000528,P00099,4,이사회승인,2024-05-04,통과,1
E000529,P00099,5,확정배포,2024-06-06,통과,1
E000530,P00100,1,부서초안제출,2024-03-08,통과,1
E000531,P00100,2,예산실1차조정,2024-04-15,반려,1
E000532,P00100,2,예산실1차조정,2024-05-20,통과,2
E000533,P00100,3,경영진검토,2024-06-27,통과,1
E000534,P00100,4,이사회승인,2024-08-08,통과,1
E000535,P00100,5,확정배포,2024-08-21,통과,1
E000536,P00101,1,부서초안제출,2024-02-08,통과,1
E000537,P00101,2,예산실1차조정,2024-02-19,반려,1
E000538,P00101,2,예산실1차조정,2024-03-03,통과,2
E000539,P00101,3,경영진검토,2024-03-14,통과,1
E000540,P00101,4,이사회승인,2024-03-26,반려,1
E000541,P00101,4,이사회승인,2024-05-05,통과,2
E000542,P00101,5,확정배포,2024-05-16,통과,1
E000543,P00102,1,부서초안제출,2024-01-07,통과,1
E000544,P00102,2,예산실1차조정,2024-01-28,통과,1
E000545,P00102,3,경영진검토,2024-03-04,통과,1
E000546,P00102,4,이사회승인,2024-03-28,통과,1
E000547,P00102,5,확정배포,2024-04-14,통과,1
E000548,P00103,1,부서초안제출,2024-02-26,통과,1
E000549,P00103,2,예산실1차조정,2024-03-10,반려,1
E000550,P00103,2,예산실1차조정,2024-03-22,반려,2
E000551,P00104,1,부서초안제출,2024-01-30,통과,1
E000552,P00104,2,예산실1차조정,2024-02-15,통과,1
E000553,P00104,3,경영진검토,2024-03-11,반려,1
E000554,P00104,3,경영진검토,2024-04-23,통과,2
E000555,P00104,4,이사회승인,2024-06-02,반려,1
E000556,P00104,4,이사회승인,2024-07-15,통과,2
E000557,P00104,5,확정배포,2024-08-04,통과,1
E000558,P00105,1,부서초안제출,2024-01-29,통과,1
E000559,P00105,2,예산실1차조정,2024-02-23,철회,1
E000560,P00106,1,부서초안제출,2024-02-09,통과,1
E000561,P00106,2,예산실1차조정,2024-02-20,통과,1
E000562,P00106,3,경영진검토,2024-03-10,반려,1
E000563,P00106,3,경영진검토,2024-04-15,통과,2
E000564,P00106,4,이사회승인,2024-05-21,통과,1
E000565,P00106,5,확정배포,2024-06-09,통과,1
E000566,P00107,1,부서초안제출,2025-02-20,통과,1
E000567,P00107,2,예산실1차조정,2025-02-25,철회,1
E000568,P00108,1,부서초안제출,2025-01-16,통과,1
E000569,P00108,2,예산실1차조정,2025-02-22,반려,1
E000570,P00108,2,예산실1차조정,2025-03-10,통과,2
E000571,P00108,3,경영진검토,2025-04-18,통과,1
E000572,P00108,4,이사회승인,2025-05-30,반려,1
E000573,P00108,4,이사회승인,2025-06-25,통과,2
E000574,P00108,5,확정배포,2025-07-11,통과,1
E000575,P00109,1,부서초안제출,2025-02-01,통과,1
E000576,P00109,2,예산실1차조정,2025-02-18,통과,1
E000577,P00109,3,경영진검토,2025-03-06,통과,1
E000578,P00109,4,이사회승인,2025-03-27,통과,1
E000579,P00109,5,확정배포,2025-05-08,통과,1
E000580,P00110,1,부서초안제출,2025-02-15,통과,1
E000581,P00110,2,예산실1차조정,2025-03-21,통과,1
E000582,P00110,3,경영진검토,2025-04-03,통과,1
E000583,P00110,4,이사회승인,2025-04-19,반려,1
E000584,P00110,4,이사회승인,2025-05-28,반려,2
E000585,P00111,1,부서초안제출,2025-02-21,통과,1
E000586,P00111,2,예산실1차조정,2025-03-21,통과,1
E000587,P00111,3,경영진검토,2025-04-16,통과,1
E000588,P00111,4,이사회승인,2025-05-29,통과,1
E000589,P00111,5,확정배포,2025-06-19,통과,1
E000590,P00112,1,부서초안제출,2025-02-07,통과,1
E000591,P00112,2,예산실1차조정,2025-03-17,통과,1
E000592,P00112,3,경영진검토,2025-04-09,통과,1
E000593,P00112,4,이사회승인,2025-05-23,반려,1
E000594,P00112,4,이사회승인,2025-06-05,통과,2
E000595,P00112,5,확정배포,2025-07-08,통과,1
E000596,P00113,1,부서초안제출,2025-01-31,통과,1
E000597,P00113,2,예산실1차조정,2025-03-10,통과,1
E000598,P00113,3,경영진검토,2025-04-21,통과,1
E000599,P00113,4,이사회승인,2025-05-14,반려,1
E000600,P00113,4,이사회승인,2025-06-09,통과,2
E000601,P00113,5,확정배포,2025-07-22,통과,1
E000602,P00114,1,부서초안제출,2025-01-26,통과,1
E000603,P00114,2,예산실1차조정,2025-02-22,통과,1
E000604,P00114,3,경영진검토,2025-03-29,통과,1
E000605,P00114,4,이사회승인,2025-04-26,반려,1
E000606,P00114,4,이사회승인,2025-05-15,반려,2
E000607,P00115,1,부서초안제출,2025-01-14,통과,1
E000608,P00115,2,예산실1차조정,2025-02-13,반려,1
E000609,P00115,2,예산실1차조정,2025-03-24,반려,2
E000610,P00116,1,부서초안제출,2026-03-11,통과,1
E000611,P00116,2,예산실1차조정,2026-04-10,통과,1
E000612,P00116,3,경영진검토,2026-04-22,통과,1
E000613,P00116,4,이사회승인,2026-05-02,통과,1
E000614,P00116,5,확정배포,2026-05-27,통과,1
E000615,P00117,1,부서초안제출,2026-01-01,통과,1
E000616,P00117,2,예산실1차조정,2026-02-14,통과,1
E000617,P00117,3,경영진검토,2026-03-09,통과,1
E000618,P00117,4,이사회승인,2026-03-24,통과,1
E000619,P00117,5,확정배포,2026-04-20,반려,1
E000620,P00117,5,확정배포,2026-05-27,통과,2
E000621,P00118,1,부서초안제출,2026-03-06,통과,1
E000622,P00118,2,예산실1차조정,2026-04-05,통과,1
E000623,P00118,3,경영진검토,2026-04-28,통과,1
E000624,P00118,4,이사회승인,2026-05-30,통과,1
E000625,P00118,5,확정배포,2026-07-13,통과,1
E000626,P00119,1,부서초안제출,2026-01-10,통과,1
E000627,P00119,2,예산실1차조정,2026-02-03,반려,1
E000628,P00119,2,예산실1차조정,2026-02-15,통과,2
E000629,P00119,3,경영진검토,2026-03-06,통과,1
E000630,P00119,4,이사회승인,2026-04-02,반려,1
E000631,P00119,4,이사회승인,2026-04-28,통과,2
E000632,P00119,5,확정배포,2026-05-11,통과,1
E000633,P00120,1,부서초안제출,2026-01-29,통과,1
E000634,P00120,2,예산실1차조정,2026-03-13,통과,1
E000635,P00120,3,경영진검토,2026-04-10,통과,1
E000636,P00120,4,이사회승인,2026-04-26,반려,1
E000637,P00120,4,이사회승인,2026-05-09,통과,2
E000638,P00120,5,확정배포,2026-06-02,통과,1
E000639,P00121,1,부서초안제출,2026-03-15,통과,1
E000640,P00121,2,예산실1차조정,2026-04-24,통과,1
E000641,P00121,3,경영진검토,2026-05-26,통과,1
E000642,P00121,4,이사회승인,2026-06-17,반려,1
E000643,P00121,4,이사회승인,2026-07-31,통과,2
E000644,P00121,5,확정배포,2026-08-29,통과,1
E000645,P00122,1,부서초안제출,2026-01-23,통과,1
E000646,P00122,2,예산실1차조정,2026-02-28,통과,1
E000647,P00122,3,경영진검토,2026-04-08,반려,1
E000648,P00122,3,경영진검토,2026-05-20,통과,2
E000649,P00122,4,이사회승인,2026-06-04,통과,1
E000650,P00122,5,확정배포,2026-07-11,통과,1
E000651,P00123,1,부서초안제출,2022-01-13,통과,1
E000652,P00123,2,예산실1차조정,2022-02-25,통과,1
E000653,P00123,3,경영진검토,2022-03-13,반려,1
E000654,P00123,3,경영진검토,,통과,2
E000655,P00123,4,이사회승인,2022-04-09,반려,1
E000656,P00123,4,이사회승인,2022-05-23,반려,2
E000657,P00124,1,부서초안제출,2022-02-16,통과,1
E000658,P00124,2,예산실1차조정,2022-03-02,통과,1
E000659,P00124,3,경영진검토,2022-03-19,통과,1
E000660,P00124,4,이사회승인,2022-05-02,통과,1
E000661,P00124,5,확정배포,2022-05-21,통과,1
E000662,P00125,1,부서초안제출,2022-01-28,통과,1
E000663,P00125,2,예산실1차조정,2022-02-26,통과,1
E000664,P00125,3,경영진검토,2022-04-04,통과,1
E000665,P00125,4,이사회승인,2022-04-25,통과,1
E000666,P00125,5,확정배포,2022-05-10,통과,1
E000667,P00126,1,부서초안제출,2022-01-29,통과,1
E000668,P00126,2,예산실1차조정,2022-02-26,통과,1
E000669,P00126,3,경영진검토,2022-03-20,통과,1
E000670,P00126,4,이사회승인,2022-04-04,통과,1
E000671,P00126,5,확정배포,2022-04-23,통과,1
E000672,P00127,1,부서초안제출,2022-02-10,통과,1
E000673,P00127,2,예산실1차조정,2022-03-22,반려,1
E000674,P00127,2,예산실1차조정,2022-04-22,반려,2
E000675,P00128,1,부서초안제출,2022-01-10,통과,1
E000676,P00128,2,예산실1차조정,2022-02-01,통과,1
E000677,P00128,3,경영진검토,2022-03-12,통과,1
E000678,P00128,4,이사회승인,2022-04-04,통과,1
E000679,P00128,5,확정배포,2022-04-20,통과,1
E000680,P00129,1,부서초안제출,2022-02-18,통과,1
E000681,P00129,2,예산실1차조정,2022-03-26,통과,1
E000682,P00129,3,경영진검토,2022-04-30,통과,1
E000683,P00129,4,이사회승인,2022-05-30,통과,1
E000684,P00129,5,확정배포,2022-06-26,통과,1
E000685,P00130,1,부서초안제출,2022-01-21,통과,1
E000686,P00130,2,예산실1차조정,2022-03-06,통과,1
E000687,P00130,3,경영진검토,2022-04-10,통과,1
E000688,P00130,4,이사회승인,2022-05-10,통과,1
E000689,P00130,5,확정배포,2022-05-20,통과,1
E000690,P00131,1,부서초안제출,2023-01-22,통과,1
E000691,P00131,2,예산실1차조정,2023-02-17,통과,1
E000692,P00131,3,경영진검토,2023-03-30,통과,1
E000693,P00131,4,이사회승인,2023-04-23,반려,1
E000694,P00131,4,이사회승인,2023-05-13,통과,2
E000695,P00131,5,확정배포,2023-06-04,반려,1
E000696,P00131,5,확정배포,2023-07-08,통과,2
E000697,P00132,1,부서초안제출,2023-01-28,통과,1
E000698,P00132,2,예산실1차조정,2023-02-08,통과,1
E000699,P00132,3,경영진검토,2023-03-15,통과,1
E000700,P00132,4,이사회승인,2023-04-07,반려,1
E000701,P00132,4,이사회승인,2023-04-23,반려,2
E000702,P00133,1,부서초안제출,2023-01-17,통과,1
E000703,P00133,2,예산실1차조정,2023-02-27,반려,1
E000704,P00133,2,예산실1차조정,2023-04-06,통과,2
E000705,P00133,3,경영진검토,2023-04-21,통과,1
E000706,P00133,4,이사회승인,2023-05-26,반려,1
E000707,P00133,4,이사회승인,2023-07-01,통과,2
E000708,P00133,5,확정배포,2023-08-07,통과,1
E000709,P00134,1,부서초안제출,2023-02-05,통과,1
E000710,P00134,2,예산실1차조정,2023-02-28,통과,1
E000711,P00134,3,경영진검토,2023-03-14,통과,1
E000712,P00134,4,이사회승인,2023-04-01,반려,1
E000713,P00134,4,이사회승인,2023-05-08,반려,2
E000714,P00135,1,부서초안제출,2023-01-16,통과,1
E000715,P00135,2,예산실1차조정,,통과,1
E000716,P00135,3,경영진검토,2023-02-28,통과,1
E000717,P00135,4,이사회승인,2023-03-26,반려,1
E000718,P00135,4,이사회승인,2023-04-11,통과,2
E000719,P00135,5,확정배포,2023-05-01,통과,1
E000720,P00136,1,부서초안제출,2023-02-22,통과,1
E000721,P00136,2,예산실1차조정,2023-03-14,반려,1
E000722,P00136,2,예산실1차조정,2023-03-26,통과,2
E000723,P00136,3,경영진검토,2023-05-07,반려,1
E000724,P00136,3,경영진검토,2023-06-07,통과,2
E000725,P00136,4,이사회승인,2023-07-21,반려,1
E000726,P00136,4,이사회승인,,통과,2
E000727,P00136,5,확정배포,2023-09-23,통과,1
E000728,P00137,1,부서초안제출,2023-02-13,통과,1
E000729,P00137,2,예산실1차조정,2023-03-11,통과,1
E000730,P00137,3,경영진검토,2023-04-12,통과,1
E000731,P00137,4,이사회승인,2023-05-21,반려,1
E000732,P00137,4,이사회승인,2023-06-02,반려,2
E000733,P00138,1,부서초안제출,2023-03-05,통과,1
E000734,P00138,2,예산실1차조정,2023-03-20,통과,1
E000735,P00138,3,경영진검토,2023-04-10,통과,1
E000736,P00138,4,이사회승인,2023-05-05,반려,1
E000737,P00138,4,이사회승인,2023-05-27,통과,2
E000738,P00138,5,확정배포,2023-06-13,통과,1
E000739,P00139,1,부서초안제출,2024-02-17,통과,1
E000740,P00139,2,예산실1차조정,2024-03-31,통과,1
E000741,P00139,3,경영진검토,2024-05-05,통과,1
E000742,P00139,4,이사회승인,2024-05-21,반려,1
E000743,P00139,4,이사회승인,2024-06-26,통과,2
E000744,P00139,5,확정배포,2024-07-10,통과,1
E000745,P00140,1,부서초안제출,2024-03-13,통과,1
E000746,P00140,2,예산실1차조정,2024-04-01,통과,1
E000747,P00140,3,경영진검토,2024-05-05,통과,1
E000748,P00140,4,이사회승인,2024-05-23,통과,1
E000749,P00140,5,확정배포,2024-07-01,통과,1
E000750,P00141,1,부서초안제출,2024-01-16,통과,1
E000751,P00141,2,예산실1차조정,2024-02-25,통과,1
E000752,P00141,3,경영진검토,2024-03-07,통과,1
E000753,P00141,4,이사회승인,2024-03-21,반려,1
E000754,P00141,4,이사회승인,2024-04-13,통과,2
E000755,P00141,5,확정배포,2024-04-29,통과,1
E000756,P00142,1,부서초안제출,2024-01-15,통과,1
E000757,P00142,2,예산실1차조정,2024-02-12,통과,1
E000758,P00142,3,경영진검토,2024-03-15,통과,1
E000759,P00142,4,이사회승인,2024-04-02,통과,1
E000760,P00142,5,확정배포,2024-05-14,통과,1
E000761,P00143,1,부서초안제출,2024-03-13,통과,1
E000762,P00143,2,예산실1차조정,2024-03-26,통과,1
E000763,P00143,3,경영진검토,2024-04-13,통과,1
E000764,P00143,4,이사회승인,2024-05-03,반려,1
E000765,P00143,4,이사회승인,2024-06-04,통과,2
E000766,P00143,5,확정배포,2024-06-23,통과,1
E000767,P00144,1,부서초안제출,2025-03-12,통과,1
E000768,P00144,2,예산실1차조정,2025-04-05,통과,1
E000769,P00144,3,경영진검토,2025-05-14,통과,1
E000770,P00144,4,이사회승인,2025-06-08,통과,1
E000771,P00144,5,확정배포,2025-07-15,통과,1
E000772,P00145,1,부서초안제출,2025-01-19,통과,1
E000773,P00145,2,예산실1차조정,2025-02-27,반려,1
E000774,P00145,2,예산실1차조정,2025-03-27,통과,2
E000775,P00145,3,경영진검토,2025-04-16,통과,1
E000776,P00145,4,이사회승인,2025-05-01,반려,1
E000777,P00145,4,이사회승인,2025-06-12,통과,2
E000778,P00145,5,확정배포,2025-06-28,통과,1
E000779,P00146,1,부서초안제출,2025-02-09,통과,1
E000780,P00146,2,예산실1차조정,2025-03-12,통과,1
E000781,P00146,3,경영진검토,2025-04-01,통과,1
E000782,P00146,4,이사회승인,2025-04-28,통과,1
E000783,P00146,5,확정배포,2025-05-28,통과,1
E000784,P00147,1,부서초안제출,2025-03-01,통과,1
E000785,P00147,2,예산실1차조정,2025-03-19,통과,1
E000786,P00147,3,경영진검토,2025-04-09,반려,1
E000787,P00147,3,경영진검토,2025-05-16,통과,2
E000788,P00147,4,이사회승인,2025-05-31,통과,1
E000789,P00147,5,확정배포,2025-07-14,통과,1
E000790,P00148,1,부서초안제출,2026-03-15,통과,1
E000791,P00148,2,예산실1차조정,2026-04-15,통과,1
E000792,P00148,3,경영진검토,2026-05-25,통과,1
E000793,P00148,4,이사회승인,2026-06-20,통과,1
E000794,P00148,5,확정배포,2026-07-30,통과,1
E000795,P00149,1,부서초안제출,2026-01-18,통과,1
E000796,P00149,2,예산실1차조정,2026-02-18,통과,1
E000797,P00149,3,경영진검토,2026-04-01,통과,1
E000798,P00149,4,이사회승인,2026-05-05,통과,1
E000799,P00149,5,확정배포,2026-06-12,통과,1
E000800,P00150,1,부서초안제출,2026-03-06,통과,1
E000801,P00150,2,예산실1차조정,2026-04-15,반려,1
E000802,P00150,2,예산실1차조정,2026-04-26,통과,2
E000803,P00150,3,경영진검토,2026-05-13,반려,1
E000804,P00150,3,경영진검토,2026-06-18,통과,2
E000805,P00150,4,이사회승인,2026-07-12,통과,1
E000806,P00150,5,확정배포,2026-08-18,통과,1
E000807,P00151,1,부서초안제출,2026-01-26,통과,1
E000808,P00151,2,예산실1차조정,2026-03-10,반려,1
E000809,P00151,2,예산실1차조정,2026-04-21,통과,2
E000810,P00151,3,경영진검토,2026-05-19,통과,1
E000811,P00151,4,이사회승인,2026-05-29,반려,1
E000812,P00151,4,이사회승인,2026-07-09,통과,2
E000813,P00151,5,확정배포,2026-07-23,반려,1
E000814,P00151,5,확정배포,2026-08-06,통과,2
E000815,P00152,1,부서초안제출,2022-03-11,통과,1
E000816,P00152,2,예산실1차조정,2022-03-31,통과,1
E000817,P00152,3,경영진검토,2022-04-17,통과,1
E000818,P00152,4,이사회승인,2022-04-30,통과,1
E000819,P00152,5,확정배포,2022-05-12,통과,1
E000820,P00153,1,부서초안제출,2022-01-07,통과,1
E000821,P00153,2,예산실1차조정,2022-02-13,통과,1
E000822,P00153,3,경영진검토,2022-03-27,통과,1
E000823,P00153,4,이사회승인,2022-04-30,통과,1
E000824,P00153,5,확정배포,2022-05-24,통과,1
E000825,P00154,1,부서초안제출,2022-03-01,통과,1
E000826,P00154,2,예산실1차조정,2022-04-07,통과,1
E000827,P00154,3,경영진검토,,반려,1
E000828,P00154,3,경영진검토,2022-06-25,통과,2
E000829,P00154,4,이사회승인,2022-07-07,통과,1
E000830,P00154,5,확정배포,2022-08-08,통과,1
E000831,P00155,1,부서초안제출,2022-03-10,통과,1
E000832,P00155,2,예산실1차조정,2022-03-31,통과,1
E000833,P00155,3,경영진검토,2022-04-29,통과,1
E000834,P00155,4,이사회승인,2022-05-20,반려,1
E000835,P00155,4,이사회승인,2022-06-23,통과,2
E000836,P00155,5,확정배포,2022-07-29,통과,1
E000837,P00156,1,부서초안제출,2022-02-03,통과,1
E000838,P00156,2,예산실1차조정,2022-02-24,반려,1
E000839,P00156,2,예산실1차조정,2022-03-21,통과,2
E000840,P00156,3,경영진검토,2022-04-16,통과,1
E000841,P00156,4,이사회승인,2022-05-15,통과,1
E000842,P00156,5,확정배포,2022-06-19,통과,1
E000843,P00157,1,부서초안제출,2022-03-11,통과,1
E000844,P00157,2,예산실1차조정,2022-04-24,통과,1
E000845,P00157,3,경영진검토,2022-05-29,통과,1
E000846,P00157,4,이사회승인,2022-06-19,통과,1
E000847,P00157,5,확정배포,2022-07-16,통과,1
E000848,P00158,1,부서초안제출,2022-02-14,통과,1
E000849,P00158,2,예산실1차조정,2022-03-02,통과,1
E000850,P00158,3,경영진검토,2022-03-24,통과,1
E000851,P00158,4,이사회승인,2022-04-17,철회,1
E000852,P00159,1,부서초안제출,2022-01-17,통과,1
E000853,P00159,2,예산실1차조정,2022-02-15,통과,1
E000854,P00159,3,경영진검토,2022-03-03,통과,1
E000855,P00159,4,이사회승인,2022-03-24,반려,1
E000856,P00159,4,이사회승인,2022-04-08,반려,2
E000857,P00160,1,부서초안제출,2022-01-18,통과,1
E000858,P00160,2,예산실1차조정,2022-02-14,반려,1
E000859,P00160,2,예산실1차조정,2022-03-25,통과,2
E000860,P00160,3,경영진검토,2022-04-16,통과,1
E000861,P00160,4,이사회승인,2022-05-04,반려,1
E000862,P00160,4,이사회승인,2022-05-14,통과,2
E000863,P00160,5,확정배포,2022-06-27,통과,1
E000864,P00161,1,부서초안제출,2022-01-31,통과,1
E000865,P00161,2,예산실1차조정,2022-03-14,반려,1
E000866,P00161,2,예산실1차조정,2022-03-31,통과,2
E000867,P00161,3,경영진검토,2022-04-20,반려,1
E000868,P00161,3,경영진검토,2022-06-01,통과,2
E000869,P00161,4,이사회승인,,통과,1
E000870,P00161,5,확정배포,2022-07-24,통과,1
E000871,P00162,1,부서초안제출,2023-02-13,통과,1
E000872,P00162,2,예산실1차조정,2023-03-17,통과,1
E000873,P00162,3,경영진검토,2023-04-14,통과,1
E000874,P00162,4,이사회승인,2023-04-28,통과,1
E000875,P00162,5,확정배포,2023-05-11,통과,1
E000876,P00163,1,부서초안제출,2023-02-26,통과,1
E000877,P00163,2,예산실1차조정,2023-03-11,통과,1
E000878,P00163,3,경영진검토,2023-03-27,통과,1
E000879,P00163,4,이사회승인,2023-05-08,통과,1
E000880,P00163,5,확정배포,2023-06-07,통과,1
E000881,P00164,1,부서초안제출,2023-02-08,통과,1
E000882,P00164,2,예산실1차조정,2023-03-11,통과,1
E000883,P00164,3,경영진검토,2023-04-11,통과,1
E000884,P00164,4,이사회승인,2023-05-22,반려,1
E000885,P00164,4,이사회승인,2023-06-12,통과,2
E000886,P00164,5,확정배포,2023-07-11,통과,1
E000887,P00165,1,부서초안제출,2023-01-11,통과,1
E000888,P00165,2,예산실1차조정,2023-02-15,통과,1
E000889,P00165,3,경영진검토,2023-03-29,통과,1
E000890,P00165,4,이사회승인,,통과,1
E000891,P00165,5,확정배포,2023-05-20,통과,1
E000892,P00166,1,부서초안제출,2023-02-23,통과,1
E000893,P00166,2,예산실1차조정,2023-03-13,반려,1
E000894,P00166,2,예산실1차조정,2023-04-13,통과,2
E000895,P00166,3,경영진검토,2023-04-24,통과,1
E000896,P00166,4,이사회승인,2023-05-07,통과,1
E000897,P00166,5,확정배포,2023-06-16,통과,1
E000898,P00167,1,부서초안제출,2023-01-17,통과,1
E000899,P00167,2,예산실1차조정,2023-01-31,반려,1
E000900,P00167,2,예산실1차조정,2023-03-10,통과,2
E000901,P00167,3,경영진검토,2023-04-07,반려,1
E000902,P00167,3,경영진검토,2023-04-17,통과,2
E000903,P00167,4,이사회승인,2023-05-13,철회,1
E000904,P00168,1,부서초안제출,2023-02-27,통과,1
E000905,P00168,2,예산실1차조정,2023-03-17,통과,1
E000906,P00168,3,경영진검토,2023-04-29,반려,1
E000907,P00168,3,경영진검토,2023-05-11,통과,2
E000908,P00168,4,이사회승인,2023-06-11,반려,1
E000909,P00168,4,이사회승인,2023-07-08,반려,2
E000910,P00169,1,부서초안제출,2023-01-12,통과,1
E000911,P00169,2,예산실1차조정,,통과,1
E000912,P00169,3,경영진검토,2023-03-08,통과,1
E000913,P00169,4,이사회승인,,통과,1
E000914,P00169,5,확정배포,2023-04-26,통과,1
E000915,P00170,1,부서초안제출,2023-02-24,통과,1
E000916,P00170,2,예산실1차조정,2023-03-22,통과,1
E000917,P00170,3,경영진검토,2023-04-23,반려,1
E000918,P00170,3,경영진검토,2023-05-16,통과,2
E000919,P00170,4,이사회승인,2023-06-11,통과,1
E000920,P00170,5,확정배포,2023-07-23,반려,1
E000921,P00170,5,확정배포,2023-08-20,통과,2
E000922,P00171,1,부서초안제출,2024-02-20,통과,1
E000923,P00171,2,예산실1차조정,2024-03-24,통과,1
E000924,P00171,3,경영진검토,2024-04-07,통과,1
E000925,P00171,4,이사회승인,2024-04-26,통과,1
E000926,P00171,5,확정배포,2024-05-07,반려,1
E000927,P00171,5,확정배포,2024-06-01,통과,2
E000928,P00172,1,부서초안제출,2024-01-15,통과,1
E000929,P00172,2,예산실1차조정,2024-01-29,통과,1
E000930,P00172,3,경영진검토,2024-02-14,통과,1
E000931,P00172,4,이사회승인,2024-03-19,통과,1
E000932,P00172,5,확정배포,2024-04-22,통과,1
E000933,P00173,1,부서초안제출,2024-02-01,통과,1
E000934,P00173,2,예산실1차조정,2024-02-23,철회,1
E000935,P00174,1,부서초안제출,2024-02-16,통과,1
E000936,P00174,2,예산실1차조정,2024-03-23,통과,1
E000937,P00174,3,경영진검토,2024-04-05,통과,1
E000938,P00174,4,이사회승인,2024-05-11,통과,1
E000939,P00174,5,확정배포,2024-06-18,통과,1
E000940,P00175,1,부서초안제출,2024-01-11,통과,1
E000941,P00175,2,예산실1차조정,2024-01-21,통과,1
E000942,P00175,3,경영진검토,2024-02-03,반려,1
E000943,P00175,3,경영진검토,2024-03-11,통과,2
E000944,P00175,4,이사회승인,2024-03-29,통과,1
E000945,P00175,5,확정배포,2024-05-04,통과,1
E000946,P00176,1,부서초안제출,2025-03-11,통과,1
E000947,P00176,2,예산실1차조정,2025-04-02,통과,1
E000948,P00176,3,경영진검토,2025-04-27,통과,1
E000949,P00176,4,이사회승인,2025-05-13,통과,1
E000950,P00176,5,확정배포,2025-05-23,통과,1
E000951,P00177,1,부서초안제출,2025-01-01,통과,1
E000952,P00177,2,예산실1차조정,2025-01-27,통과,1
E000953,P00177,3,경영진검토,2025-03-03,통과,1
E000954,P00177,4,이사회승인,2025-04-15,통과,1
E000955,P00177,5,확정배포,2025-04-25,통과,1
E000956,P00178,1,부서초안제출,2025-03-11,통과,1
E000957,P00178,2,예산실1차조정,2025-04-20,반려,1
E000958,P00178,2,예산실1차조정,2025-05-17,통과,2
E000959,P00178,3,경영진검토,2025-06-10,통과,1
E000960,P00178,4,이사회승인,2025-07-19,반려,1
E000961,P00178,4,이사회승인,2025-08-05,통과,2
E000962,P00178,5,확정배포,2025-08-14,철회,1
E000963,P00179,1,부서초안제출,2025-01-31,통과,1
E000964,P00179,2,예산실1차조정,2025-02-23,통과,1
E000965,P00179,3,경영진검토,2025-03-18,통과,1
E000966,P00179,4,이사회승인,2025-04-06,반려,1
E000967,P00179,4,이사회승인,2025-05-02,통과,2
E000968,P00179,5,확정배포,2025-05-28,통과,1
E000969,P00180,1,부서초안제출,2025-01-20,통과,1
E000970,P00180,2,예산실1차조정,2025-02-06,통과,1
E000971,P00180,3,경영진검토,2025-03-07,통과,1
E000972,P00180,4,이사회승인,2025-03-21,통과,1
E000973,P00180,5,확정배포,2025-05-01,통과,1
E000974,P00181,1,부서초안제출,2025-03-12,통과,1
E000975,P00181,2,예산실1차조정,2025-04-14,통과,1
E000976,P00181,3,경영진검토,2025-05-28,통과,1
E000977,P00181,4,이사회승인,2025-07-04,반려,1
E000978,P00181,4,이사회승인,2025-07-20,통과,2
E000979,P00181,5,확정배포,2025-08-20,통과,1
E000980,P00182,1,부서초안제출,2026-03-12,통과,1
E000981,P00182,2,예산실1차조정,2026-03-25,통과,1
E000982,P00182,3,경영진검토,2026-04-13,통과,1
