plan_id,department_id,cycle_year,task_name,submitted_date,planned_amount,final_status,prep_days,is_new_business
P00308,D08,2026,R&D1팀 2026 과제1,2026-02-07,32920563,철회,72,아니오
P00309,D08,2026,R&D1팀 2026 과제2,2026-01-09,18930617,확정배포,42,예
P00310,D08,2026,R&D1팀 2026 과제3,2026-01-07,37312124,확정배포,52,아니오
P00311,D08,2026,R&D1팀 2026 과제4,2026-02-13,15850585,확정배포,72,아니오
P00312,D08,2026,R&D1팀 2026 과제5,2026-02-27,350904611,확정배포,55,예
P00313,D09,2022,R&D2팀 2022 과제1,2022-02-14,26242737,확정배포,26,아니오
P00314,D09,2022,R&D2팀 2022 과제2,2022-03-07,245767876,확정배포,32,아니오
P00315,D09,2022,R&D2팀 2022 과제3,2022-02-02,49308364,확정배포,47,아니오
P00316,D09,2022,R&D2팀 2022 과제4,2022-01-20,50174879,확정배포,81,아니오
P00317,D09,2022,R&D2팀 2022 과제5,2022-02-13,52866037,확정배포,83,아니오
P00318,D09,2022,R&D2팀 2022 과제6,2022-01-31,15518014,확정배포,30,아니오
P00319,D09,2022,R&D2팀 2022 과제7,2022-02-06,76020461,확정배포,33,아니오
P00320,D09,2023,R&D2팀 2023 과제1,2023-01-25,32316447,확정배포,60,예
P00321,D09,2023,R&D2팀 2023 과제2,2023-02-07,59438210,확정배포,59,아니오
P00322,D09,2023,R&D2팀 2023 과제3,2023-01-05,51334782,확정배포,27,아니오
P00323,D09,2023,R&D2팀 2023 과제4,2023-01-22,9542408,확정배포,49,아니오
P00324,D09,2023,R&D2팀 2023 과제5,2023-02-21,22552711,반려종결,8,아니오
P00325,D09,2023,R&D2팀 2023 과제6,2023-02-08,26703112,반려종결,13,아니오
P00326,D09,2023,R&D2팀 2023 과제7,2023-02-02,26815290,확정배포,71,아니오
P00327,D09,2023,R&D2팀 2023 과제8,2023-03-03,13335087,확정배포,79,아니오
P00328,D09,2023,R&D2팀 2023 과제9,2023-02-13,15403565,확정배포,60,예
P00329,D09,2023,R&D2팀 2023 과제10,2023-02-10,50667045,반려종결,39,예
P00330,D09,2024,R&D2팀 2024 과제1,2024-01-12,94388140,확정배포,70,아니오
P00331,D09,2024,R&D2팀 2024 과제2,2024-01-21,19829974,확정배포,71,아니오
P00332,D09,2024,R&D2팀 2024 과제3,2024-02-03,36594668,확정배포,56,아니오
P00333,D09,2024,R&D2팀 2024 과제4,2024-01-16,40196963,반려종결,33,아니오
P00334,D09,2024,R&D2팀 2024 과제5,2024-02-26,174679054,확정배포,60,아니오
P00335,D09,2024,R&D2팀 2024 과제6,2024-02-01,27689956,확정배포,75,아니오
P00336,D09,2024,R&D2팀 2024 과제7,2024-01-05,16469513,반려종결,28,아니오
P00337,D09,2024,R&D2팀 2024 과제8,2024-03-15,53166625,철회,85,아니오
P00338,D09,2025,R&D2팀 2025 과제1,2025-01-08,360025735,확정배포,76,아니오
P00339,D09,2025,R&D2팀 2025 과제2,2025-01-13,48605037,확정배포,64,예
P00340,D09,2025,R&D2팀 2025 과제3,2025-03-15,15392041,확정배포,52,예
P00341,D09,2025,R&D2팀 2025 과제4,2025-03-02,47581699,확정배포,79,아니오
P00342,D09,2025,R&D2팀 2025 과제5,2025-01-26,96921044,확정배포,30,예
P00343,D09,2025,R&D2팀 2025 과제6,2025-03-14,22833767,철회,30,아니오
P00344,D09,2025,R&D2팀 2025 과제7,2025-03-03,28867383,확정배포,69,예
P00345,D09,2025,R&D2팀 2025 과제8,2025-03-11,21395761,확정배포,84,아니오
P00346,D09,2025,R&D2팀 2025 과제9,2025-02-14,18732728,반려종결,9,아니오
P00347,D09,2025,R&D2팀 2025 과제10,2025-02-07,55153548,확정배포,30,예
P00348,D09,2026,R&D2팀 2026 과제1,2026-03-10,288141739,확정배포,60,아니오
P00349,D09,2026,R&D2팀 2026 과제2,2026-02-09,42072857,확정배포,75,아니오
P00350,D09,2026,R&D2팀 2026 과제3,2026-02-23,36448990,확정배포,65,아니오
P00351,D09,2026,R&D2팀 2026 과제4,2026-03-16,34474702,반려종결,83,예
P00352,D09,2026,R&D2팀 2026 과제5,2026-02-23,25833302,확정배포,89,예
P00353,D09,2026,R&D2팀 2026 과제6,2026-02-06,78544763,확정배포,64,예
P00354,D09,2026,R&D2팀 2026 과제7,2026-01-21,66216920,확정배포,89,아니오
P00355,D09,2026,R&D2팀 2026 과제8,2026-01-05,65163501,확정배포,45,예
P00356,D10,2022,재무팀 2022 과제1,2022-01-14,36784204,확정배포,31,예
P00357,D10,2022,재무팀 2022 과제2,2022-02-05,47750103,확정배포,50,아니오
P00358,D10,2022,재무팀 2022 과제3,2022-02-01,8368866,철회,64,예
P00359,D10,2022,재무팀 2022 과제4,2022-03-15,55865782,철회,42,아니오
P00360,D10,2022,재무팀 2022 과제5,2022-02-04,12053441,확정배포,73,아니오
P00361,D10,2022,재무팀 2022 과제6,2022-01-10,15190544,확정배포,50,아니오
P00362,D10,2022,재무팀 2022 과제7,2022-02-16,56282857,확정배포,52,아니오
P00363,D10,2022,재무팀 2022 과제8,2022-01-31,9106956,철회,55,아니오
P00364,D10,2023,재무팀 2023 과제1,2023-01-30,109333698,확정배포,39,예
P00365,D10,2023,재무팀 2023 과제2,2023-03-12,187108302,확정배포,71,아니오
P00366,D10,2023,재무팀 2023 과제3,2023-01-18,113375593,철회,28,아니오
P00367,D10,2023,재무팀 2023 과제4,2023-03-13,37100380,반려종결,33,아니오
P00368,D10,2023,재무팀 2023 과제5,2023-02-27,48341908,확정배포,33,아니오
P00369,D10,2024,재무팀 2024 과제1,2024-02-26,51786056,확정배포,66,아니오
P00370,D10,2024,재무팀 2024 과제2,2024-01-09,12684302,확정배포,70,예
P00371,D10,2024,재무팀 2024 과제3,2024-03-04,26235645,확정배포,30,아니오
P00372,D10,2024,재무팀 2024 과제4,2024-02-03,59767856,확정배포,52,아니오
P00373,D10,2024,재무팀 2024 과제5,2024-01-29,50306769,철회,34,예
P00374,D10,2024,재무팀 2024 과제6,2024-02-20,69146623,확정배포,88,아니오
P00375,D10,2024,재무팀 2024 과제7,2024-01-03,60903951,확정배포,84,예
P00376,D10,2024,재무팀 2024 과제8,2024-03-06,6358166,확정배포,31,예
P00377,D10,2024,재무팀 2024 과제9,2024-01-26,10659060,확정배포,41,아니오
P00378,D10,2024,재무팀 2024 과제10,2024-03-15,95235799,확정배포,66,아니오
P00379,D10,2025,재무팀 2025 과제1,2025-02-17,26031133,반려종결,42,아니오
P00380,D10,2025,재무팀 2025 과제2,2025-01-16,167639277,철회,36,예
P00381,D10,2025,재무팀 2025 과제3,2025-02-04,15987819,확정배포,72,예
P00382,D10,2025,재무팀 2025 과제4,2025-01-10,35263597,반려종결,38,예
P00383,D10,2025,재무팀 2025 과제5,2025-01-03,11077708,확정배포,32,아니오
P00384,D10,2025,재무팀 2025 과제6,2025-01-07,55961043,확정배포,82,예
P00385,D10,2025,재무팀 2025 과제7,2025-01-22,58341446,철회,15,아니오
P00386,D10,2025,재무팀 2025 과제8,2025-02-20,40066898,철회,78,아니오
P00387,D10,2025,재무팀 2025 과제9,2025-01-28,367515639,확정배포,80,아니오
P00388,D10,2025,재무팀 2025 과제10,2025-02-13,39395930,반려종결,11,아니오
P00389,D10,2025,재무팀 2025 과제11,2025-03-01,78794030,확정배포,76,아니오
P00390,D10,2026,재무팀 2026 과제1,2026-01-16,194043427,확정배포,39,아니오
P00391,D10,2026,재무팀 2026 과제2,2026-03-06,81592615,확정배포,74,예
P00392,D10,2026,재무팀 2026 과제3,2026-02-18,94033815,확정배포,87,아니오
P00393,D10,2026,재무팀 2026 과제4,2026-01-20,101475530,확정배포,51,아니오
P00394,D10,2026,재무팀 2026 과제5,2026-01-02,17485813,확정배포,29,예
P00395,D10,2026,재무팀 2026 과제6,2026-03-01,45036816,확정배포,36,아니오
P00396,D10,2026,재무팀 2026 과제7,2026-01-30,30218300,철회,60,예
P00397,D11,2022,인사팀 2022 과제1,2022-01-03,44291047,확정배포,33,아니오
P00398,D11,2022,인사팀 2022 과제2,2022-02-03,55192282,확정배포,72,아니오
P00399,D11,2022,인사팀 2022 과제3,2022-02-05,153842773,확정배포,77,예
P00400,D11,2022,인사팀 2022 과제4,2022-03-01,87036002,확정배포,56,아니오
P00401,D11,2022,인사팀 2022 과제5,2022-03-14,127975766,확정배포,87,아니오
P00402,D11,2022,인사팀 2022 과제6,2022-02-26,14718467,확정배포,53,아니오
P00403,D11,2023,인사팀 2023 과제1,2023-01-30,17773148,확정배포,63,아니오
P00404,D11,2023,인사팀 2023 과제2,2023-03-06,18777271,철회,54,아니오
P00405,D11,2023,인사팀 2023 과제3,2023-01-02,42433411,확정배포,31,예
P00406,D11,2023,인사팀 2023 과제4,2023-01-13,3974209,철회,32,아니오
P00407,D11,2023,인사팀 2023 과제5,2023-01-21,130752790,확정배포,44,예
P00408,D11,2023,인사팀 2023 과제6,2023-03-03,33414351,철회,40,아니오
P00409,D11,2023,인사팀 2023 과제7,2023-01-17,40112171,확정배포,77,아니오
P00410,D11,2024,인사팀 2024 과제1,2024-03-04,24039066,철회,61,아니오
P00411,D11,2024,인사팀 2024 과제2,2024-01-10,17613451,확정배포,35,예
P00412,D11,2024,인사팀 2024 과제3,2024-01-16,28078072,확정배포,54,아니오
P00413,D11,2024,인사팀 2024 과제4,2024-02-14,8255034,확정배포,45,예
P00414,D11,2024,인사팀 2024 과제5,2024-01-17,46793487,확정배포,45,아니오
P00415,D11,2025,인사팀 2025 과제1,2025-03-16,208354545,반려종결,43,아니오
P00416,D11,2025,인사팀 2025 과제2,2025-02-23,18528365,확정배포,40,아니오
P00417,D11,2025,인사팀 2025 과제3,2025-03-10,18026507,확정배포,59,예
P00418,D11,2025,인사팀 2025 과제4,2025-03-07,26278412,확정배포,72,예
P00419,D11,2025,인사팀 2025 과제5,2025-02-28,216432369,확정배포,88,아니오
P00420,D11,2025,인사팀 2025 과제6,2025-02-19,7269024,확정배포,57,예
P00421,D11,2025,인사팀 2025 과제7,2025-02-23,47144169,철회,78,아니오
P00422,D11,2025,인사팀 2025 과제8,2025-01-01,89713397,철회,47,아니오
P00423,D11,2025,인사팀 2025 과제9,2025-02-16,40714499,확정배포,37,예
P00424,D11,2026,인사팀 2026 과제1,2026-02-27,68050283,철회,61,예
P00425,D11,2026,인사팀 2026 과제2,2026-03-06,46842515,확정배포,43,아니오
P00426,D11,2026,인사팀 2026 과제3,2026-02-17,30999145,확정배포,41,아니오
P00427,D11,2026,인사팀 2026 과제4,2026-02-24,18451358,확정배포,67,아니오
P00428,D11,2026,인사팀 2026 과제5,2026-02-02,16753715,철회,79,예
P00429,D11,2026,인사팀 2026 과제6,2026-01-01,19818642,확정배포,36,아니오
P00430,D11,2026,인사팀 2026 과제7,2026-01-24,12193954,확정배포,36,아니오
P00431,D11,2026,인사팀 2026 과제8,2026-01-21,50178911,확정배포,32,아니오
P00432,D11,2026,인사팀 2026 과제9,2026-01-30,38928421,확정배포,36,예
P00433,D11,2026,인사팀 2026 과제10,2026-02-01,69993906,확정배포,53,아니오
P00434,D11,2026,인사팀 2026 과제11,2026-03-16,22789749,확정배포,32,아니오
P00435,D11,2026,인사팀 2026 과제12,2026-01-22,25517646,확정배포,36,아니오
P00436,D12,2022,총무팀 2022 과제1,2022-01-08,21274209,반려종결,61,아니오
P00437,D12,2022,총무팀 2022 과제2,2022-01-14,80425224,확정배포,84,예
P00438,D12,2022,총무팀 2022 과제3,2022-02-16,19794683,확정배포,50,예
P00439,D12,2022,총무팀 2022 과제4,2022-01-17,37979259,확정배포,89,아니오
P00440,D12,2022,총무팀 2022 과제5,2022-01-28,89829152,확정배포,80,예
P00441,D12,2022,총무팀 2022 과제6,2022-02-03,42524094,철회,46,예
P00442,D12,2022,총무팀 2022 과제7,2022-01-19,81949709,확정배포,66,아니오
P00443,D12,2022,총무팀 2022 과제8,2022-02-03,41249129,확정배포,51,아니오
P00444,D12,2022,총무팀 2022 과제9,2022-02-25,20572094,확정배포,35,아니오
P00445,D12,2023,총무팀 2023 과제1,2023-01-08,18074624,철회,28,예
P00446,D12,2023,총무팀 2023 과제2,2023-01-27,88722532,확정배포,71,아니오
P00447,D12,2023,총무팀 2023 과제3,2023-03-14,71742050,확정배포,33,아니오
P00448,D12,2023,총무팀 2023 과제4,2023-02-03,40295426,확정배포,88,아니오
P00449,D12,2023,총무팀 2023 과제5,2023-01-28,105170118,반려종결,31,아니오
P00450,D12,2023,총무팀 2023 과제6,2023-02-13,18109263,확정배포,33,아니오
P00451,D12,2023,총무팀 2023 과제7,2023-02-15,99402804,반려종결,44,아니오
P00452,D12,2023,총무팀 2023 과제8,2023-02-16,21809569,철회,45,아니오
P00453,D12,2023,총무팀 2023 과제9,2023-02-17,590579718,확정배포,27,아니오
P00454,D12,2023,총무팀 2023 과제10,2023-01-03,142001348,확정배포,60,아니오
P00455,D12,2023,총무팀 2023 과제11,2023-01-20,16183890,확정배포,42,예
P00456,D12,2024,총무팀 2024 과제1,2024-02-23,68435003,확정배포,77,아니오
P00457,D12,2024,총무팀 2024 과제2,2024-02-17,24460783,확정배포,64,아니오
P00458,D12,2024,총무팀 2024 과제3,2024-01-02,45194542,확정배포,77,아니오
P00459,D12,2024,총무팀 2024 과제4,2024-03-08,13029647,확정배포,30,아니오
P00460,D12,2025,총무팀 2025 과제1,2025-01-09,20220106,확정배포,49,예
P00461,D12,2025,총무팀 2025 과제2,2025-02-11,10086704,철회,35,아니오
P00462,D12,2025,총무팀 2025 과제3,2025-03-13,54029711,반려종결,11,아니오
P00463,D12,2025,총무팀 2025 과제4,2025-02-18,116382848,반려종결,45,아니오
P00464,D12,2025,총무팀 2025 과제5,2025-01-16,33951812,확정배포,63,예
P00465,D12,2025,총무팀 2025 과제6,2025-03-09,63968512,확정배포,25,아니오
P00466,D12,2025,총무팀 2025 과제7,2025-02-25,110252299,확정배포,45,아니오
P00467,D12,2025,총무팀 2025 과제8,2025-03-11,51989515,확정배포,75,아니오
P00468,D12,2025,총무팀 2025 과제9,2025-02-25,51781313,확정배포,40,아니오
P00469,D12,2025,총무팀 2025 과제10,2025-01-09,29949987,확정배포,37,아니오
P00470,D12,2025,총무팀 2025 과제11,2025-02-06,31303445,확정배포,75,아니오
P00471,D12,2025,총무팀 2025 과제12,2025-02-24,116046657,철회,87,아니오
P00472,D12,2026,총무팀 2026 과제1,2026-02-19,80156768,확정배포,70,아니오
P00473,D12,2026,총무팀 2026 과제2,2026-01-05,13530298,확정배포,33,예
P00474,D12,2026,총무팀 2026 과제3,2026-03-11,99625639,철회,8,아니오
P00475,D12,2026,총무팀 2026 과제4,2026-02-21,12032213,확정배포,54,아니오
P00476,D12,2026,총무팀 2026 과제5,2026-02-03,20731092,확정배포,60,아니오
P00477,D12,2026,총무팀 2026 과제6,2026-02-17,61684286,확정배포,28,아니오
P00478,D12,2026,총무팀 2026 과제7,2026-02-02,88456464,확정배포,36,아니오
P00479,D12,2026,총무팀 2026 과제8,2026-01-21,31672173,확정배포,68,아니오
P00480,D12,2026,총무팀 2026 과제9,2026-01-14,5374484,확정배포,85,아니오
P00481,D12,2026,총무팀 2026 과제10,2026-02-16,9949514,확정배포,74,아니오
P00482,D12,2026,총무팀 2026 과제11,2026-03-01,34472105,철회,26,아니오
P00483,D12,2026,총무팀 2026 과제12,2026-02-09,38504752,확정배포,72,아니오
P00484,D13,2022,IT팀 2022 과제1,2022-02-13,13475513,철회,80,아니오
P00485,D13,2022,IT팀 2022 과제2,2022-01-06,22531860,확정배포,33,아니오
P00486,D13,2022,IT팀 2022 과제3,2022-02-20,19858136,확정배포,29,예
P00487,D13,2022,IT팀 2022 과제4,2022-03-08,25983126,확정배포,58,예
P00488,D13,2022,IT팀 2022 과제5,2022-03-16,42253363,확정배포,44,아니오
P00489,D13,2022,IT팀 2022 과제6,2022-03-14,55986449,반려종결,22,아니오
P00490,D13,2022,IT팀 2022 과제7,2022-01-04,28016555,확정배포,75,예
P00491,D13,2022,IT팀 2022 과제8,2022-01-04,57201109,확정배포,66,아니오
P00492,D13,2023,IT팀 2023 과제1,2023-01-25,55256597,반려종결,85,예
P00493,D13,2023,IT팀 2023 과제2,2023-01-14,10186715,확정배포,33,예
P00494,D13,2023,IT팀 2023 과제3,2023-01-08,46356535,반려종결,16,아니오
P00495,D13,2023,IT팀 2023 과제4,2023-02-08,63757137,반려종결,19,아니오
P00496,D13,2023,IT팀 2023 과제5,2023-01-19,24684566,확정배포,43,아니오
P00497,D13,2023,IT팀 2023 과제6,2023-02-21,29018750,확정배포,36,아니오
P00498,D13,2024,IT팀 2024 과제1,2024-03-11,48846130,반려종결,16,아니오
P00499,D13,2024,IT팀 2024 과제2,2024-03-15,32048709,철회,63,아니오
P00500,D13,2024,IT팀 2024 과제3,2024-01-22,8542623,확정배포,70,아니오
P00501,D13,2024,IT팀 2024 과제4,2024-01-09,72214224,반려종결,31,아니오
P00502,D13,2024,IT팀 2024 과제5,2024-01-27,20534005,확정배포,42,아니오
P00503,D13,2025,IT팀 2025 과제1,2025-03-05,66304465,확정배포,83,아니오
P00504,D13,2025,IT팀 2025 과제2,2025-02-11,44237529,확정배포,67,아니오
P00505,D13,2025,IT팀 2025 과제3,2025-01-13,109775651,확정배포,40,예
P00506,D13,2025,IT팀 2025 과제4,2025-02-19,74845191,확정배포,53,아니오
P00507,D13,2025,IT팀 2025 과제5,2025-01-18,79712151,철회,78,아니오
P00508,D13,2026,IT팀 2026 과제1,2026-03-15,62889865,확정배포,32,예
P00509,D13,2026,IT팀 2026 과제2,2026-02-21,38601792,확정배포,78,예
P00510,D13,2026,IT팀 2026 과제3,2026-01-28,38530609,확정배포,32,아니오
P00511,D13,2026,IT팀 2026 과제4,2026-03-06,15661334,반려종결,18,아니오
P00512,D13,2026,IT팀 2026 과제5,2026-01-29,360507196,철회,45,예
P00513,D14,2022,구매팀 2022 과제1,2022-02-16,12591706,반려종결,25,예
P00514,D14,2022,구매팀 2022 과제2,2022-03-04,55468835,반려종결,34,아니오
P00515,D14,2022,구매팀 2022 과제3,2022-02-04,66883479,확정배포,69,예
P00516,D14,2022,구매팀 2022 과제4,2022-01-30,32096501,철회,14,아니오
P00517,D14,2022,구매팀 2022 과제5,2022-01-03,34684543,확정배포,84,아니오
P00518,D14,2023,구매팀 2023 과제1,2023-03-10,67803721,철회,70,아니오
P00519,D14,2023,구매팀 2023 과제2,2023-01-14,21361962,확정배포,26,아니오
P00520,D14,2023,구매팀 2023 과제3,2023-03-02,119899736,확정배포,60,아니오
P00521,D14,2023,구매팀 2023 과제4,2023-01-02,44759044,확정배포,86,예
P00522,D14,2023,구매팀 2023 과제5,2023-02-08,44408175,확정배포,63,아니오
P00523,D14,2023,구매팀 2023 과제6,2023-01-28,11275170,철회,8,아니오
P00524,D14,2023,구매팀 2023 과제7,2023-03-13,4278526,확정배포,41,예
P00525,D14,2024,구매팀 2024 과제1,2024-01-12,170133990,확정배포,51,아니오
P00526,D14,2024,구매팀 2024 과제2,2024-01-22,9095941,확정배포,47,아니오
P00527,D14,2024,구매팀 2024 과제3,2024-02-17,34898521,확정배포,25,아니오
P00528,D14,2024,구매팀 2024 과제4,2024-01-02,22471933,확정배포,84,아니오
P00529,D14,2024,구매팀 2024 과제5,2024-03-03,87675039,확정배포,64,예
P00530,D14,2024,구매팀 2024 과제6,2024-02-06,24564620,확정배포,38,아니오
P00531,D14,2024,구매팀 2024 과제7,2024-02-19,76083936,확정배포,73,아니오
P00532,D14,2024,구매팀 2024 과제8,2024-02-06,252426703,확정배포,49,아니오
P00533,D14,2024,구매팀 2024 과제9,2024-02-07,48493359,확정배포,60,아니오
P00534,D14,2024,구매팀 2024 과제10,2024-02-04,191057017,확정배포,66,아니오
P00535,D14,2025,구매팀 2025 과제1,2025-03-04,12209619,확정배포,26,아니오
P00536,D14,2025,구매팀 2025 과제2,2025-02-19,126708233,확정배포,88,아니오
P00537,D14,2025,구매팀 2025 과제3,2025-03-09,54834964,확정배포,63,아니오
P00538,D14,2025,구매팀 2025 과제4,2025-01-26,13770311,확정배포,58,아니오
P00539,D14,2025,구매팀 2025 과제5,2025-01-27,65153954,확정배포,60,예
P00540,D14,2025,구매팀 2025 과제6,2025-02-13,19954874,반려종결,31,아니오
P00541,D14,2025,구매팀 2025 과제7,2025-03-16,42261076,반려종결,35,아니오
P00542,D14,2026,구매팀 2026 과제1,2026-01-08,85460582,확정배포,65,아니오
P00543,D14,2026,구매팀 2026 과제2,2026-02-09,9178810,확정배포,45,아니오
P00544,D14,2026,구매팀 2026 과제3,2026-01-16,39525995,확정배포,75,아니오
P00545,D14,2026,구매팀 2026 과제4,2026-03-15,35547724,확정배포,25,아니오
P00546,D14,2026,구매팀 2026 과제5,2026-01-24,38654994,철회,79,아니오
P00547,D14,2026,구매팀 2026 과제6,2026-02-26,76020467,확정배포,48,아니오
P00548,D14,2026,구매팀 2026 과제7,2026-02-01,22218230,철회,60,예
P00549,D14,2026,구매팀 2026 과제8,2026-01-22,58581112,확정배포,72,아니오
P00550,D14,2026,구매팀 2026 과제9,2026-02-08,175088024,확정배포,25,아니오
P00551,D14,2026,구매팀 2026 과제10,2026-02-27,24353758,확정배포,50,아니오
P00552,D15,2022,품질보증팀 2022 과제1,2022-01-04,97142114,확정배포,72,아니오
P00553,D15,2022,품질보증팀 2022 과제2,2022-01-20,194280227,철회,89,아니오
P00554,D15,2022,품질보증팀 2022 과제3,2022-01-21,35696430,확정배포,42,예
P00555,D15,2022,품질보증팀 2022 과제4,2022-02-13,11686857,확정배포,38,아니오
P00556,D15,2022,품질보증팀 2022 과제5,2022-01-02,256684624,확정배포,37,아니오
P00557,D15,2022,품질보증팀 2022 과제6,2022-03-16,31552908,확정배포,78,아니오
P00558,D15,2022,품질보증팀 2022 과제7,2022-01-03,21974445,확정배포,76,아니오
P00559,D15,2022,품질보증팀 2022 과제8,2022-02-24,257622593,확정배포,55,아니오
P00560,D15,2022,품질보증팀 2022 과제9,2022-01-27,15788488,확정배포,79,아니오
P00561,D15,2022,품질보증팀 2022 과제10,2022-01-27,193792745,철회,74,아니오
P00562,D15,2023,품질보증팀 2023 과제1,2023-03-14,3593622,확정배포,88,아니오
P00563,D15,2023,품질보증팀 2023 과제2,2023-01-07,33181650,확정배포,82,예
P00564,D15,2023,품질보증팀 2023 과제3,2023-01-01,36696556,확정배포,31,아니오
P00565,D15,2023,품질보증팀 2023 과제4,2023-01-16,28406951,확정배포,63,예
P00566,D15,2024,품질보증팀 2024 과제1,2024-02-29,49836263,철회,56,아니오
P00567,D15,2024,품질보증팀 2024 과제2,2024-03-02,8326148,반려종결,23,아니오
P00568,D15,2024,품질보증팀 2024 과제3,2024-02-17,24052014,확정배포,73,아니오
P00569,D15,2024,품질보증팀 2024 과제4,2024-01-11,38390795,확정배포,28,아니오
P00570,D15,2024,품질보증팀 2024 과제5,2024-01-11,56978587,확정배포,62,아니오
P00571,D15,2024,품질보증팀 2024 과제6,2024-01-27,78414674,확정배포,39,예
P00572,D15,2025,품질보증팀 2025 과제1,2025-03-10,163816178,확정배포,66,아니오
P00573,D15,2025,품질보증팀 2025 과제2,2025-01-06,38749001,확정배포,32,아니오
P00574,D15,2025,품질보증팀 2025 과제3,2025-01-10,32196238,철회,17,아니오
P00575,D15,2025,품질보증팀 2025 과제4,2025-01-21,39559138,확정배포,35,예
P00576,D15,2025,품질보증팀 2025 과제5,2025-01-30,151901299,철회,10,예
P00577,D15,2025,품질보증팀 2025 과제6,2025-01-08,8171563,확정배포,66,아니오
P00578,D15,2025,품질보증팀 2025 과제7,2025-03-01,56223879,확정배포,50,아니오
P00579,D15,2025,품질보증팀 2025 과제8,2025-01-30,48671745,확정배포,53,아니오
P00580,D15,2025,품질보증팀 2025 과제9,2025-02-16,42856901,확정배포,72,아니오
P00581,D15,2025,품질보증팀 2025 과제10,2025-01-09,54030848,확정배포,33,아니오
P00582,D15,2026,품질보증팀 2026 과제1,2026-01-22,15564074,반려종결,44,예
P00583,D15,2026,품질보증팀 2026 과제2,2026-01-25,58277834,철회,62,아니오
P00584,D15,2026,품질보증팀 2026 과제3,2026-03-06,7807527,확정배포,36,아니오
P00585,D15,2026,품질보증팀 2026 과제4,2026-03-09,13723919,반려종결,38,예
P00586,D15,2026,품질보증팀 2026 과제5,2026-03-04,11459033,확정배포,61,예
P00587,D15,2026,품질보증팀 2026 과제6,2026-03-09,69811456,확정배포,42,아니오
P00588,D15,2026,품질보증팀 2026 과제7,2026-01-11,39788484,철회,88,아니오
P00589,D15,2026,품질보증팀 2026 과제8,2026-03-09,81917361,확정배포,30,아니오
P00590,D15,2026,품질보증팀 2026 과제9,2026-01-21,109312352,확정배포,56,아니오
